name,categories,address,city,postal_code,phone,website,rating,reviews,price_level,lat,lng,place_id,google_maps_url,party_signal,party_evidence,party_page_url,party_page_status,party_details,kid_review_pct,recent_avg_stars,review_red_flags
Jolly Bubble North York,Indoor playground; Children's amusement center,"900 Don Mills Rd. Unit 8, North York, ON M3C 1V6, Canada",North York,M3C 1V6,+14164478889,https://www.thejollybubble.com/,4.7,501,,43.72662,-79.3426638,ChIJXfwrvZLN1IkRye_AeGqS72k,https://www.google.com/maps/search/?api=1&query=Jolly%20Bubble%20North%20York&query_place_id=ChIJXfwrvZLN1IkRye_AeGqS72k,yes,"ayground? Jolly Bubble offers safe, clean fun for kids with birthday party packages, private party, and walk-in play sessions.""/",https://thejollybubble.com/barrhaven-party/,party_page_found,"prices: $119, $149, $199, $249, $28; capacity: 15; duration: 2 Hours",50,4.7,"Brought my kids here a few times. Everything is clean, staff are amazi; For the love of goodness, having one song on loop is maddening. PLEASE; Sept 7 2026, Monday, however they are trying to charge weekend prices "
Krafty Kids | Corporate Holiday Parties & Creative Kids’ Events,Children's party service; Art studio; Entertainer; Event planner; Party planner,"1920 Avenue Rd, Toronto, ON M3H 1Y5, Canada",Toronto,M3H 1Y5,+14166057364,http://www.kraftykidswithsarah.com/,5,241,,43.733628,-79.419889,ChIJBfXk4WcyK4gRrp2H1nXKMMA,https://www.google.com/maps/search/?api=1&query=Krafty%20Kids%20%7C%20Corporate%20Holiday%20Parties%20%26%20Creative%20Kids%E2%80%99%20Events&query_place_id=ChIJBfXk4WcyK4gRrp2H1nXKMMA,yes,"ith Sarah <meta name=""description"" content=""Kids art parties in Toronto &amp; the GTA. Themed birthdays, tie-dye, slime ",https://kraftykidswithsarah.com/portable-parties,party_page_found,"prices: $10, $100, $140, $15, $150; capacity: 20; duration: 1 hr",85,5.0,Krafty Kids ran my daughters 6th birthday party out of Ridley Orchard ; Sarah and her team are absolutely incredible! They brought so much ama; We hired Sarah from Krafty Kids to help with my daughter’s 8th birthda
Magic Moments Playground & Birthday Parties,Indoor playground; Children's amusement center; Children's party service; Event venue,"1000 Gerrard St E Unit D13, Toronto, ON M4M 3G6, Canada",Toronto,M4M 3G6,+14379078990,http://www.magicmomentsplay.ca/,4.9,348,,43.6693946,-79.339154,ChIJv9LUiCjL1IkRhV3wfoYdaoo,https://www.google.com/maps/search/?api=1&query=Magic%20Moments%20Playground%20%26%20Birthday%20Parties&query_place_id=ChIJv9LUiCjL1IkRhV3wfoYdaoo,yes,"t-page menu-item-7003""> Birthday Parties <",https://magicmomentsplay.ca/birthday-parties/,party_page_found,"prices: $ 399, $ 599, $ 699, $100, $399; capacity: 24; duration: 2hrs",45,4.9,
Mighty Jungle Indoor Playground,Amusement center; Indoor playground,"3100 Ridgeway Dr #19, Mississauga, ON L5L 5M5, Canada",Mississauga,L5L 5M5,+12899970644,http://www.themightyjungle.ca/,4.5,445,,43.5179463,-79.6916909,ChIJe0OMXqpDK4gRHLcGAqER2j0,https://www.google.com/maps/search/?api=1&query=Mighty%20Jungle%20Indoor%20Playground&query_place_id=ChIJe0OMXqpDK4gRHLcGAqER2j0,yes,"ht: 600;"">Notice! &nbsp;Call or email us to book your private event today!!! We are booking 3-4 months in advance for parties. ",http://www.themightyjungle.ca/Home/Parties,party_page_found,"prices: $ 310, $ 350, $ 385, $ 430, $ 450; capacity: 10; duration: 2 hours",60,4.9,
Playtopia Pickering,Indoor playground,"1899 Brock Rd Unit C5, Pickering, ON L1V 4H7, Canada",Pickering,L1V 4H7,+19057444545,https://pickering.playtopia.ca/,4.7,398,,43.8473468,-79.0716659,ChIJU67mASHf1IkR5sK2xUOuNQ4,https://www.google.com/maps/search/?api=1&query=Playtopia%20Pickering&query_place_id=ChIJU67mASHf1IkR5sK2xUOuNQ4,yes, ,https://media2.onelinkpos.com/manual-uploads/Playtopia-Pickering-Party-E-Invitation.pdf,party_page_found,"prices: $ 63, $23, $518, $70, $75; duration: 6hr",50,4.8,Staff is kind of rude sometimes and tourist is OK. Some options are no
Extreme Fun Indoor Playground,Indoor playground; Children's party service; Party planner,"186 Bartley Dr, North York, ON M4A 1E1, Canada",North York,M4A 1E1,+14167578777,http://www.extremefun.ca/,4.7,293,,43.7211111,-79.3127778,ChIJHVNwerjN1IkR58kn5ILxKUg,https://www.google.com/maps/search/?api=1&query=Extreme%20Fun%20Indoor%20Playground&query_place_id=ChIJHVNwerjN1IkR58kn5ILxKUg,yes,ours: Mon - Fri 9:30am - 2:30pm. Weekends are closed for private events. Dec 22 - Jan 2nd closed for daily play Daily play r,http://www.extremefun.ca/#packages,party_page_found,"prices: $10, $100, $130, $15, $20; capacity: 50; duration: 2 hour; ages: 1 - 10",70,4.9,
Active Kids Zone,Children's amusement center; Children's camp; Party planner,"951 Alness St, North York, ON M3J 2J1, Canada",North York,M3J 2J1,+14166505060,http://www.activekidszone.com/,4.5,320,,43.7815438,-79.4756721,ChIJMxC363IuK4gR3KbhcVAlC8U,https://www.google.com/maps/search/?api=1&query=Active%20Kids%20Zone&query_place_id=ChIJMxC363IuK4gR3KbhcVAlC8U,yes,"S""> Active Kids Zone | Kids Birthday Parties and Camps in Toronto <meta charset=""UTF-8""",https://activekidszone.com/birthday-parties-2/,party_page_found,"prices: $125, $35",80,4.9,
Amazing Fun Park,Children's amusement center; Children's party service; Indoor playground,"1325 Eglinton Ave E #1, Mississauga, ON L4W 4L9, Canada",Mississauga,L4W 4L9,+19052127444,https://amazingfunpark.ca/,4.6,417,,43.6346964,-79.6227394,ChIJZdBR_lhvK4gR8eM0H9Zpe0w,https://www.google.com/maps/search/?api=1&query=Amazing%20Fun%20Park&query_place_id=ChIJZdBR_lhvK4gR8eM0H9Zpe0w,yes,"ct-page menu-item-10819""> Parties &#038; Celebra",https://amazingfunpark.ca/parties/,party_page_found,"prices: $1299, $1399, $149, $150, $199; capacity: 10; duration: 2hrs",45,4.4,"Don't take anyone over 5; Had an exceptional time at my son’s birthday. It was truly an experien; Limited entertainment for the price you pay.
Space was clean."
Tiny Town Vaughan,Indoor playground,"5875 Hwy 7 Unit 12, Woodbridge, ON L4L 1T9, Canada",Woodbridge,L4L 1T9,+19058502850,http://www.tinytownvaughan.ca/,4.4,470,,43.773154,-79.618351,ChIJ64aT9jI7K4gRApnz8s6hAKY,https://www.google.com/maps/search/?api=1&query=Tiny%20Town%20Vaughan&query_place_id=ChIJ64aT9jI7K4gRApnz8s6hAKY,yes,"gned to spark imagination through pretend play. Perfect for birthday parties, private events, and everyday fun!"" /> <link rel=""",https://tinytownvaughan.ca/parties/,party_page_found,"prices: $13, $389, $470, $599, $640; capacity: 20; duration: 2.5 hours",50,4.8,"I wouldn't take my kids back. Poor service, they make you order food t; The place itself is really good for kids. There are so many things for"
The Play Scape,Video arcade; Bowling alley; Fast food restaurant; Recreation center; Restaurant,"30 Dean Park Rd Unit 21, Scarborough, ON M1B 3H1, Canada",Scarborough,M1B 3H1,+19059030530,https://theplayscape.ca/,4.7,269,,43.8033426,-79.169873,ChIJ4QMzA4Pb1IkR6e4dt-GXi1c,https://www.google.com/maps/search/?api=1&query=The%20Play%20Scape&query_place_id=ChIJ4QMzA4Pb1IkR6e4dt-GXi1c,yes,x) {#brxe-hgwiaa {padding-right: 10px; padding-left: 10px}}#parties {background-color: #121212; padding-top: 30px; padding-bott,https://theplayscape.ca/packages/,party_page_found,"prices: $23, $28, $500; capacity: 16; duration: 1 Hour",70,5.0,"Best place for a kids’ party! 🎉🎂

A special thank you to Harvinder and; Really happy with the experience! The staff were welcoming, organized,; We had a wonderful time celebrating our child’s birthday here. The kid"
Pixel Pulse Playzone,Indoor playground; Event venue; Amusement center,"960 Edgeley Blvd #2, Vaughan, ON L4K 4V4, Canada",Vaughan,L4K 4V4,+19057602922,https://www.pixelpulseplay.ca/,4.1,624,,43.8180556,-79.5397237,ChIJtyPi4GwvK4gRDMTy0U4bMRg,https://www.google.com/maps/search/?api=1&query=Pixel%20Pulse%20Playzone&query_place_id=ChIJtyPi4GwvK4gRDMTy0U4bMRg,yes,"ctions"">Challenge Rooms Birthday Parties <a class=""nav-link "" href=""/pr",https://pixelpulseplay.ca/kids-birthday-parties,party_page_found,"prices: $10, $1199, $149, $15, $16; duration: 1 hour",40,4.8,My experience here is a 2/5. There were three or four rooms that malfu
Another World VR Arena Brampton,Amusement center; Video arcade,"239 Queen St E #4, Brampton, ON L6V 1V2, Canada",Brampton,L6V 1V2,+17055005450,https://brampton.another-world.com/buy,5,361,,43.69661,-79.74753,ChIJR6lEH-gVK4gRDzTg6wGriEw,https://www.google.com/maps/search/?api=1&query=Another%20World%20VR%20Arena%20Brampton&query_place_id=ChIJR6lEH-gVK4gRDzTg6wGriEw,yes, Birthday ,https://brampton.another-world.com/birthday,party_page_found,duration: 24 hours,15,4.9,Ether is friendly and helpful throughout out 3 hour corporate play ses; Jasmin was very welcoming and kind and helpful she explained the games; Wonderful experience!! Jasmine was so sweet and helpful throughout. Am
Jumbaloo Playgrounds,Indoor playground,"3450 Ridgeway Dr #10/11, Mississauga, ON L5L 0A2, Canada",Mississauga,L5L 0A2,+12894220880,https://jumbaloo.com/,4.8,255,,43.523356,-79.7067767,ChIJi9nlRSRDK4gR2BBCRl1H7RQ,https://www.google.com/maps/search/?api=1&query=Jumbaloo%20Playgrounds&query_place_id=ChIJi9nlRSRDK4gR2BBCRl1H7RQ,yes,"ndoor playground in Mississauga and Oakville for open play, birthday parties, camps, field trips, and more family fun.""/> <meta ",https://jumbaloo.com/argentia/indoor-birthday-parties/,party_page_found,"prices: $10, $1050, $1200, $150, $20; capacity: 20; duration: 2 hrs",60,4.8,I recently held my daughter's birthday party here and it was a blast. 
Playplex Game,Indoor playground; Children's party service; Event venue; Amusement center; Recreation center,"5328 Hwy 7 #2, Markham, ON L3P 1B9, Canada",Markham,L3P 1B9,+12895541869,https://www.playplexgame.com/,4.9,387,,43.8686371,-79.2817141,ChIJydmmRGvX1IkRDVP8OqjE9qc,https://www.google.com/maps/search/?api=1&query=Playplex%20Game&query_place_id=ChIJydmmRGvX1IkRDVP8OqjE9qc,yes,"mes with floor projection technology. Perfect for families, birthday parties, and group events.""/><link rel=""canonical"" href=""ht",https://www.playplexgame.com/party-room,party_page_found,"prices: $ 599, $ 699, $29, $299, $60; capacity: 18; ages: 6–8",15,4.8,"The staff were friendly and very helpful. Cost wise, it’s on par with ; so fun, employees were very helpful and kind. many options for games, "
"🥇 PartyTO | Children's entertainers, Balloons, Bouncy Castle, Photobooth rentals in Toronto",Entertainer; Artist; Balloon artist; Children's party service; Service establishment; Party planner,,,,+16478125622,https://partyto.ca/,4.9,196,,43.7836619,-79.3428222,ChIJN0qzr28zK4gRRsOHeTbhblU,https://www.google.com/maps/search/?api=1&query=%F0%9F%A5%87%20PartyTO%20%7C%20Children's%20entertainers%2C%20Balloons%2C%20Bouncy%20Castle%2C%20Photobooth%20rentals%20in%20Toronto&query_place_id=ChIJN0qzr28zK4gRRsOHeTbhblU,yes,"2-17"",""description"":""We hired them for my nephew's surprise birthday a couple months back. At first, their price seemed a bit hi",https://www.partyto.ca,party_page_found,capacity: 24,60,5.0,The balloon twisters were a huge hit at our street party! They were fr; What an amazing time. It was my second time using their services and i
Trapped Scarborough - Escape Room and RC Games Lounge,Party planner; Amusement center; Event venue; Escape room center,"4410 Kingston Rd Unit 2001, Scarborough, ON M1E 2N5, Canada",Scarborough,M1E 2N5,+14162842525,https://trapped.com/locations/scarborough/book,4.9,411,,43.7684826,-79.1907071,ChIJW74q_cnb1IkRXb7YaplGFmk,https://www.google.com/maps/search/?api=1&query=Trapped%20Scarborough%20-%20Escape%20Room%20and%20RC%20Games%20Lounge&query_place_id=ChIJW74q_cnb1IkRXb7YaplGFmk,yes,"\"":\""Corporate Office\"",\""corporate\"":\""Corporate Event\"",\""birthday\"":\""Birthday Party\"",\""other\"":\""Other\"",\""game1\"":\""1 Game",https://trapped.com/locations/scarborough/book,homepage_mentions_birthday,"prices: $11, $14; duration: 48 hours",5,4.4,"Amazing escape room experience! The room was very well designed, with ; The experience within itself was wonderful, but the experience with th; This location says it’s open, they even allow us to book online. Good "
Glama Gal Kids Spa Vaughan,Event venue; Children's party service; Day spa; Spa,"665 Millway Ave Unit 14, Vaughan, ON L4K 3T8, Canada",Vaughan,L4K 3T8,+19054824435,http://www.glamagalkidspa.com/,4.8,223,,43.811405,-79.5310585,ChIJS9k-IgwvK4gRQRL-rI1PA7Y,https://www.google.com/maps/search/?api=1&query=Glama%20Gal%20Kids%20Spa%20Vaughan&query_place_id=ChIJS9k-IgwvK4gRQRL-rI1PA7Y,yes,"stances of COVID-19, we offer virtual workshops and virtual birthday parties in the comfort of your own home!"", ""url"": ""https:",https://www.glamagalparty.com/party-packages,party_page_found,"prices: $14, $15, $18",60,5.0,
Bibbity Bobbity Princess Parties,Children's party service,"1402 Queen St E c3, Toronto, ON M4L 1C9, Canada",Toronto,M4L 1C9,+16479489551,http://bibbitybobbityprincessparties.com/,5,281,,43.6647411,-79.3241262,ChIJV0eFW_jL1IkRN9BI_KL0rHo,https://www.google.com/maps/search/?api=1&query=Bibbity%20Bobbity%20Princess%20Parties&query_place_id=ChIJV0eFW_jL1IkRN9BI_KL0rHo,yes,"e href=""""> Toronto Princess Parties <meta http-equiv=""Accept-CH"" content=""Sec-CH-UA-Pl",https://www.bibbitybobbityprincessparties.com,party_page_found,,75,5.0,"If you need a princess or a party, don't even look into other companie; We had a fantastic experience with Bibbity Bobbity Princess Parties fo"
BenTastic Magic,Magician,"54 Timberwolf Crescent, Vaughan, ON L4H 2W2, Canada",Vaughan,L4H 2W2,+16474240361,http://www.magicshowtoronto.com/,5,231,,43.8430911,-79.5508527,ChIJOW1_uVBpK4gRb2Naz-R8M-s,https://www.google.com/maps/search/?api=1&query=BenTastic%20Magic&query_place_id=ChIJOW1_uVBpK4gRb2Naz-R8M-s,yes,"nt=""kids magic, magician, family magician, female magician, birthday magic show, Toronto magician, children's entertainer ""><met",https://magicshowtoronto.com/toronto-birthday-magician-magic,homepage_mentions_birthday,,85,5.0,FANtastic here! My twins saw Bentastic July 2024 at Camp and have ment; We had Bentastic the Magician at our local kids fun fair and he was fa; We were so glad to have Ben performing at our daughter’s birthday part
Creative Playzone,Indoor playground,"2900 Warden Ave. Unit116A, Scarborough, ON M1W 2S8, Canada",Scarborough,M1W 2S8,+14167538828,https://creativeplayzone.com/,4.8,326,,43.7985262,-79.3187255,ChIJNW9ekzfT1IkROi7jiYhmbys,https://www.google.com/maps/search/?api=1&query=Creative%20Playzone&query_place_id=ChIJNW9ekzfT1IkROi7jiYhmbys,yes,"playground, indoor playground, children&#x27;s party venue, birthday parties, art workshops, Scarborough, Toronto, kids activiti",https://www.creativeplayzone.com/party-rooms/,party_page_found,"prices: $10, $100, $14, $15, $16; capacity: 10; duration: 2.5 Hours",30,4.8,Severe Safety Concerns and Unprofessional Conduct - Management Action ; We brought our son to Creative Play Zone at Bridlewood Mall on Friday 
Another World VR Arena Oakville,Recreation center,"341 Kerr St Ste 212, Oakville, ON L6K 3B7, Canada",Oakville,L6K 3B7,+13659965991,https://oakville.another-world.com/,5,234,,43.4439473,-79.6816491,ChIJ89dtJb1dK4gRq7vNr0MGjzI,https://www.google.com/maps/search/?api=1&query=Another%20World%20VR%20Arena%20Oakville&query_place_id=ChIJ89dtJb1dK4gRq7vNr0MGjzI,yes,":""Yes, of course. You can bring your own food and drinks to celebrate a birthday or corporate event. Alcohol and hookah are proh",https://oakville.another-world.com/birthday,party_page_found,duration: 1 hr,30,5.0,
Happy Planet Kids Indoor Playground & Party Leaside,Indoor playground; Children's camp; Children's cafe; Children's party service; Event venue,"1 Leaside Park Dr Unit 7-8, East York, ON M4H 1R1, Canada",East York,M4H 1R1,+14164252888,https://www.happyplanetca.com/leaside-1,4.9,327,,43.702327,-79.3516284,ChIJS2Teoo_N1IkRX6gq6k5pK14,https://www.google.com/maps/search/?api=1&query=Happy%20Planet%20Kids%20Indoor%20Playground%20%26%20Party%20Leaside&query_place_id=ChIJS2Teoo_N1IkRX6gq6k5pK14,yes,"tent=""Kids Indoor place for exciting play and unforgettable parties | After-school drop-in care program where kids play in a sa",,no_party_page,,65,5.0,
Kidz at Play,Indoor playground; Event venue,"6991 Millcreek Dr Unit 2, Mississauga, ON L5N 6B8, Canada",Mississauga,L5N 6B8,+14169947406,http://www.kidzatplay.ca/,4.8,398,,43.5977769,-79.7595312,ChIJn9vNrD5rK4gR5iFWMo0LyfQ,https://www.google.com/maps/search/?api=1&query=Kidz%20at%20Play&query_place_id=ChIJn9vNrD5rK4gR5iFWMo0LyfQ,yes,"mp; arcade games. Perfect for indoor play &amp; stress-free birthday parties.""/> <link rel=""canonical"" href=""https://www.kidza",https://www.kidzatplay.ca/,homepage_mentions_birthday,,55,4.7,It's a nice facility I just wouldn't recommend it because of the prici; This is hands-down the most ideal spot for a kid's birthday! The facil
Happy Kingdom Brampton,Children's amusement center; Indoor playground; Playground,"150 West Dr Unit 105, Brampton, ON L6T 4P9, Canada",Brampton,L6T 4P9,+19054601200,http://www.happykingdombrampton.ca/,4.7,516,,43.7063245,-79.7342038,ChIJCxZQcgA_K4gRo8TOPrRRTPw,https://www.google.com/maps/search/?api=1&query=Happy%20Kingdom%20Brampton&query_place_id=ChIJCxZQcgA_K4gRo8TOPrRRTPw,yes,"e to Happy Kingdom Brampton Your go-to spot for fun and celebrations. <div class=""elementor-el",https://happykingdombrampton.ca/party/,party_page_found,,35,4.9,
Happy Planet Kids Indoor Playground & Party,Children's party service; Cafe; Indoor playground; Toy store,"5651 Steeles Ave E #15-16, Scarborough, ON M1V 5P6, Canada",Scarborough,M1V 5P6,+14162996630,https://www.happyplanetca.com/sc,4.8,370,,43.8316387,-79.2662198,ChIJl2XeRKfX1IkRd0bgWY_U1QE,https://www.google.com/maps/search/?api=1&query=Happy%20Planet%20Kids%20Indoor%20Playground%20%26%20Party&query_place_id=ChIJl2XeRKfX1IkRd0bgWY_U1QE,yes,"tent=""Kids Indoor place for exciting play and unforgettable parties | After-school drop-in care program where kids play in a sa",,no_party_page,,60,4.5,"Recently did a private party here with close to 120 participants, was ; This indoor playground has potential. There are many nooks within the ; This place wasn’t very clean. There was some dust and hair stuck in th"
Funvilla Oakville,Indoor playground,"77 Loyalist Trl, Oakville, ON L6H 3R4, Canada",Oakville,L6H 3R4,+13657260147,https://funvilla.ca/oakville/tickets/,4.8,241,,43.498282,-79.7462169,ChIJI3nzLQhpK4gRQP1gbLqccHs,https://www.google.com/maps/search/?api=1&query=Funvilla%20Oakville&query_place_id=ChIJI3nzLQhpK4gRQP1gbLqccHs,yes,"nt hfe-creative-menu""> Parties <li id=""menu-ite",https://funvilla.ca/oakville/parties/,party_page_found,"prices: $15, $524, $624, $724, $949; capacity: 10; duration: 2.5 hours",40,4.8,We had a wonderful time at Funvilla! Everything was clean and well mai
Kids Empire Heartland Mississauga,Indoor playground,"600 Matheson Blvd W, Mississauga, ON L5R 4B8, Canada",Mississauga,L5R 4B8,+12893260909,https://www.kidsempire.ca/,4.6,193,,43.6118397,-79.6872511,ChIJle9cjnRBK4gROzybfV1CPJs,https://www.google.com/maps/search/?api=1&query=Kids%20Empire%20Heartland%20Mississauga&query_place_id=ChIJle9cjnRBK4gROzybfV1CPJs,yes,"d=""""/> Indoor Playground &amp; Kids Birthday Party Places | Kids Empire <meta name=""description"" ",https://kidsempire.com,party_page_found,"prices: $13, $14, $15, $18, $69; capacity: 026",70,4.7,I come here with to bring my daughter that she is 4 years old and mean
VR Escapism Markham - Escape Rooms & Arcades,Escape room center; Amusement center; Board game club; Video arcade,"7500 Woodbine Ave #108, Markham, ON L3R 1A8, Canada",Markham,L3R 1A8,+18338522888,https://www.vr-escapism.ca/,4.8,551,,43.8254848,-79.35277,ChIJq9xZ3PTT1IkR6nRuNfq3wHs,https://www.google.com/maps/search/?api=1&query=VR%20Escapism%20Markham%20-%20Escape%20Rooms%20%26%20Arcades&query_place_id=ChIJq9xZ3PTT1IkR6nRuNfq3wHs,yes,"class=""""> Events/Parties <li id=""comp-m8h3so3a54"" data-direc",https://www.vr-escapism.ca/,homepage_mentions_birthday,,10,4.8,"Our first VR Room experience and it was amazing. The girls enjoyed it ; Unfortunately, we had an underwhelming experience. We played Ninja gam"
Freckles World Children's Party Entertainment | Toronto,Children's party service; Balloon artist; Entertainment agency; Service establishment; Event management company; Party planner,,,,+16477824960,http://www.frecklesworld.com/?utm_source=google&utm_medium=oragnic&utm_campaign=gmb,4.9,199,,43.7375853,-79.5224606,ChIJ62FdcCs3K4gRs7C_YATbzbA,https://www.google.com/maps/search/?api=1&query=Freckles%20World%20Children's%20Party%20Entertainment%20%7C%20Toronto&query_place_id=ChIJ62FdcCs3K4gRs7C_YATbzbA,yes,up_7.c472a333.chunk.min.css.map*/ Children's Birthday Party Entertainment | Toronto &amp; Halifax Nova Scotia (N,https://www.frecklesworld.com/,party_page_found,,80,4.6,"It was my daughter's special 7th birthday and we were disappointed wit; Pretty disappointed for the price you pay.; Professional, energetic, and brought so much holiday cheer to the even"
Liliput Playhouse,Indoor playground; After school program; Art center; Children's camp; Children's party service; Summer camp organizer,"1912 Avenue Rd Unit 200, North York, ON M5M 0B4, Canada",North York,M5M 0B4,+14162567529,http://liliput.ca/,4.7,369,,43.7333093,-79.4198952,ChIJcaHmsTIzK4gRsSxUW3Dxd_E,https://www.google.com/maps/search/?api=1&query=Liliput%20Playhouse&query_place_id=ChIJcaHmsTIzK4gRsSxUW3Dxd_E,yes,"=""Liliput Playhouse: where art and play meet. Drop‑in play, birthday parties, art classes &amp; camps that help children discove",https://www.liliput.ca/party,party_page_found,,55,4.8,"Fantastic experience hosting a birthday party here ! All details were ; Reminds me of an early on center, very costly however. Most parents si; The liliput team was excellent. I hosted my daughter’s birthday here a"
Playdium Fairview,Children's amusement center; Amusement center; Bowling alley; Children's party service; Event venue; Family restaurant; Indoor playground; Restaurant; Video arcade,"1800 Sheppard Ave E unit y007, North York, ON M2J 5A7, Canada",North York,M2J 5A7,+14372945700,https://www.playdium.com/fairview?utm_source=google-my-business_Fairview&utm_medium=profile&utm_campaign=owned_media,4.4,448,,43.7786761,-79.3441981,ChIJW1XKH7HT1IkRJPNG3l_DeOM,https://www.google.com/maps/search/?api=1&query=Playdium%20Fairview&query_place_id=ChIJW1XKH7HT1IkRJPNG3l_DeOM,yes,"next-head="""">Playdium Fairview | Arcade, Food, Events &amp; Parties <meta name=""description"" content=""Experience arcade ",https://www.playdium.com/fairview/party,party_page_found,prices: $50; duration: 1 hour,10,4.1,"Disappointing birthday party experience at Playdium Fairview. We order; Gotta hire new good staffs, bad attitude and communication of present ; Just terrible worst arcade ever"
Another World VR Arena Vaughan,Amusement center,"2104 Hwy 7 Unit# 3, Vaughan, ON L4K 2S9, Canada",Vaughan,L4K 2S9,+12899913101,http://vaughan.another-world.com/,5,194,,43.8021263,-79.4951022,ChIJ4YvGfhwvK4gRdWDZA0l1Jpk,https://www.google.com/maps/search/?api=1&query=Another%20World%20VR%20Arena%20Vaughan&query_place_id=ChIJ4YvGfhwvK4gRdWDZA0l1Jpk,yes,":""Yes, of course. You can bring your own food and drinks to celebrate a birthday or corporate event. Alcohol and hookah are proh",https://vaughan.another-world.com/birthday,party_page_found,duration: 2 hours,10,5.0,
Giggles Playland Inc,Children's amusement center; Amusement center; Balloon store; Indoor playground; Children's club; Children's party service; Event venue; Party planner; Video arcade,"70 Milner Ave, Scarborough, ON M1S 3P8, Canada",Scarborough,M1S 3P8,+16479247529,http://gigglesplayland.ca/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4570173344780076558,4.5,321,,43.7848683,-79.2518644,ChIJiboh-APR1IkR316KJiN8gS8,https://www.google.com/maps/search/?api=1&query=Giggles%20Playland%20Inc&query_place_id=ChIJiboh-APR1IkR316KJiN8gS8,yes,"rough’s private indoor playground for exciting 3-hour kids’ birthday parties. Check availability today!"" wix-seo-tags=""true""/><l",https://www.gigglesplayland.ca/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4570173344780076558,homepage_mentions_birthday,,70,4.8,"I usually don’t write reviews, but my experience at Giggle was truly f; It pains me that I have to update my review based on my experience, bu; This place is definitely a hidden gem in Scarborough.  We celebrated m"
Doodoo Kids Playground,Indoor playground; Children's party service; Playground; Video arcade,"70 Valleywood Dr Unit 103, Markham, ON L3R 4T5, Canada",Markham,L3R 4T5,+18662781836,https://doodookids.ca/,4.3,413,,43.854951,-79.3657395,ChIJ2XTHLnfV1IkRsLwyYp6aWvQ,https://www.google.com/maps/search/?api=1&query=Doodoo%20Kids%20Playground&query_place_id=ChIJ2XTHLnfV1IkRsLwyYp6aWvQ,yes,"lementor-size-default""> Group booking <div c",https://doodookids.ca/booking/,party_page_found,,65,4.2,"7 dollar for additional adults so one of two parents has to pay just t; Absolutely unacceptable. During our visit today, I saw one parent wear; Stay far away from this place... It wasn't worth the money with what t"
Alpha Kidz Indoor Playground,Indoor playground; Children's party service,"1140 Sheppard Ave W Unit 1, North York, ON M3K 2A2, Canada",North York,M3K 2A2,+14163981119,https://alphakidzplayground.ca/,4.6,199,,43.7540559,-79.4666885,ChIJX8r_VwAzK4gRq9M6zdh8rI0,https://www.google.com/maps/search/?api=1&query=Alpha%20Kidz%20Indoor%20Playground&query_place_id=ChIJX8r_VwAzK4gRq9M6zdh8rI0,yes,"deshow_kXPTVq "" href=""/collections/all""> Party Packages ",https://alphakidzplayground.ca/collections/all,party_page_found,"prices: $100, $1000, $1500, $200, $459; capacity: 50",35,5.0,
Never-Never Land Indoor Playground,Indoor playground; Balloon store; Children's camp; Children's amusement center; Event venue; Indoor lodging; Party planner; Party store,"8520 Jane St #6, Concord, ON L4K 5A9, Canada",Concord,L4K 5A9,+19057611166,http://neverneverland.co/,4.6,258,,43.812819,-79.529321,ChIJG-zWug8vK4gRXBewv-cwPVQ,https://www.google.com/maps/search/?api=1&query=Never-Never%20Land%20Indoor%20Playground&query_place_id=ChIJG-zWug8vK4gRXBewv-cwPVQ,yes,"100479176294180923337/+Neverneverlandindoorplaygroundprivateparties""/> <meta prop",http://neverneverland.co/,homepage_mentions_birthday,,65,4.5,Hosted my son’s 1st birthday here and had a wonderful experience. The ; I attended a private birthday party and was surprised by how poorly th; I do not have enough kind words to say about Sarah and her team at Nev
ZAK Sports Cricket,Indoor playground; Baseball field; Batting cage center; Cricket shop; Fitness center; Playground; Softball field; Sports club; Sports complex,"1160 Birchmount Rd Unit 7, Scarborough, ON M1P 2B7, Canada",Scarborough,M1P 2B7,+16479792386,http://www.zaksports.ca/,4.8,223,,43.7416252,-79.2838012,ChIJlSCC4C3P1IkRm7mnBVR3H8I,https://www.google.com/maps/search/?api=1&query=ZAK%20Sports%20Cricket&query_place_id=ChIJlSCC4C3P1IkRm7mnBVR3H8I,yes,"y text-2xl uppercase text-snow/90 md:text-3xl"">Events &amp; Parties </s",https://www.zaksports.ca/,homepage_mentions_birthday,"prices: $21, $25, $35, $40, $50",0,4.9,
